document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,43,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre V Contrôle de la Banque,Section 2. – Audit externe,,31,"Les comptes de la Banque sont soumis à un audit annuel réalisé sous la responsabilité d’un auditeur externe personne morale désigné pour une durée fixée par le conseil non renouvelable. A l’expiration de son mandat, l’auditeur externe ne peut plus remplir la mission visée ci-dessus pendant une durée minimale de trois ans. L’auditeur externe certifie que les états de synthèse de la Banque donnent une image fidèle de son patrimoine, de sa situation financière et de ses résultats et apprécie ses dispositifs de contrôle interne. A cet effet, il établit un rapport d’audit qui est communiqué aux membres du conseil et au commissaire du gouvernement, au plus tard cinq mois après la clôture de l’exercice.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,44,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre V Contrôle de la Banque,Section 3. – Contrôle de la Cour des comptes,,31-32,"La Banque est soumise au contrôle de la Cour des Comptes. A cet effet, la Banque produit annuellement à la Cour des Comptes ses propres comptes ainsi que ceux des organismes de prévoyance sociale de son personnel, dans les formes prévues par la législation en vigueur. 32­ Elle communique à la juridiction susvisée les extraits des procès-verbaux du conseil relatifs à son budget et à son patrimoine, accompagnés de copies des rapports des auditeurs externes.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,45,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre V Contrôle de la Banque,Section 4. – Audition parlementaire,,32,"Le Wali de Bank Al-Maghrib est entendu par la ou les commissions permanentes chargées des finances du Parlement, à l’initiative de celles-ci, sur les missions de la Banque. Cette audition est suivie d’un débat.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,46,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VI Dispositions comptables et rapport de gestion,,,32,"La Banque tient sa comptabilité selon les lois et règlements régissant les obligations comptables des commerçants, sous réserve des adaptations nécessaires adoptées par le conseil, après avis du Conseil national de la comptabilité et approbation selon les formes prévues par voie réglementaire.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,47,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VI Dispositions comptables et rapport de gestion,,,32,"L’exercice de la Banque commence le 1er janvier et se termine le 31 décembre de chaque année. A la fin de chaque exercice, la Banque établit ses états de synthèse qui comportent le bilan, le compte de produits et charges ainsi que l’état des informations complémentaires. Ces états sont accompagnés d’un rapport de gestion qui présente les éléments d’information permettant au conseil de porter une appréciation sur l’activité de la Banque et l’évolution de sa situation financière, au cours de l’exercice écoulé. Le rapport de gestion et les états de synthèse sont présentés par le Wali de Bank Al-Maghrib à l’approbation du conseil.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,48,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VI Dispositions comptables et rapport de gestion,,,32-33,"Le bénéfice net de la Banque, majoré ou diminué selon le cas, du report des résultats de l’exercice précédent, est affecté à concurrence de dix pour cent (10%) au moins à la constitution d’un fonds général de réserve jusqu’à ce que celui-ci atteigne un montant égal à celui du capital de la Banque. Sur proposition du Wali de Bank Al-Maghrib, et après accord de l’autorité gouvernementale chargée des finances, le conseil peut décider d’affecter une partie des bénéfices à la constitution de fonds de réserves spéciaux. Le solde du bénéfice net disponible, après les prélèvements prévus aux alinéas précédents du présent article et par les conventions conclues entre l’Etat et la Banque, sera versé au Trésor. Le Wali de Bank Al-Maghrib adresse mensuellement au ministre chargé des finances un état comparatif de la situation comptable de la Banque arrêtée à la fin de chaque mois. Cet état est publié au « Bulletin officiel » sous une forme résumée. 33­ L’actif immobilier net comptabilisé par la Banque en exécution des dispositions de l’article 22 de la présente loi, augmenté des investissements comptabilisés en exécution des dispositions de l’article 23 de la présente loi, ainsi que de toutes autres valeurs comptabilisées par la Banque en représentation de ses comptes de capital et de réserves, ne peut excéder le montant total desdits comptes.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,50,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VII Rapport annuel – Communication – Informations statistiques,,,33,"Un rapport annuel sur la situation économique, monétaire et financière du pays ainsi que sur les activités de la Banque est présenté à SA MAJESTE LE ROI avant le 30 juin qui suit la clôture de l’exercice concerné. Ce rapport est publié au « Bulletin officiel », sur le site internet de la Banque et sur tout autre support après sa présentation à SA MAJESTE LE ROI.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,51,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VII Rapport annuel – Communication – Informations statistiques,,,33,Les décisions du conseil portant sur la politique monétaire sont rendues publiques selon les modalités qu’il définit.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,52,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VII Rapport annuel – Communication – Informations statistiques,,,33,La Banque établit et publie les statistiques monétaires et financières du Maroc. Elle publie périodiquement toutes autres informations statistiques ainsi que les rapports liés à l’exercice de ses missions.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,53,,"TITRE PREMIER STATUT JURIDIQUE, MISSIONS, GOUVERNANCE ET CONTROLE",Chapitre VII Rapport annuel – Communication – Informations statistiques,,,33,"Dans le cadre de l’exercice de ses missions, la Banque peut : • demander et obtenir toutes informations statistiques nécessaires aux fins de collecte et d’analyse ; • collaborer avec les autorités gouvernementales concernées ainsi qu’avec toute autre personne concernée en vue de collecter ou de publier des statistiques ou toutes autres informations pertinentes.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,54,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,33-34,"Les billets et monnaies métalliques émis par la Banque ont seuls cours légal et pouvoir libératoire sur l’ensemble du territoire du Royaume. Les billets portent la griffe du Wali de Bank Al-Maghrib et celle du commissaire du gouvernement. 34­ Le pouvoir libératoire des billets émis par la Banque est illimité. Le pouvoir libératoire des monnaies métalliques émises par la Banque est limité au montant qui est fixé pour chaque type de monnaie par le texte réglementaire de mise en circulation visé à l’article 58 de la présente loi. Ces limites ne peuvent être opposées par la Banque, par les comptables publics, ainsi que par les banques établies au Maroc. Toutefois, le pouvoir libératoire des pièces commémoratives est illimité.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,56,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,34,"Aucune opposition ne peut être signifiée à la Banque, ni être recevable par celle-ci en raison de la perte, du vol ou de la destruction des billets et monnaies qu’elle a émis.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,57,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,34,"La Banque arrête : - les dénominations, formats, vignettes, couleurs et toutes autres caractéristiques des billets ; - les dénominations, types, natures, poids, dimensions, tolérances et toutes autres caractéristiques des monnaies métalliques.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,58,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,34,La mise en circulation d’un type nouveau de billets ou de monnaies métalliques est arrêtée par la Banque et approuvée par décret.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,59,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,34,"Sous réserve des dispositions de l’article 62 de la présente loi, la Banque est seule compétente pour apprécier et entretenir la qualité des billets et monnaies métalliques en circulation.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,60,,TITRE II MODALITES D’EXERCICE DES MISSIONS FONDAMENTALES DE LA BANQUE,"Chapitre premier De l’émission, de la circulation et du retrait des billets et monnaies métalliques",,,34,"Les billets et monnaies métalliques qui ne satisfont plus aux conditions de la circulation monétaire sont retirés de la circulation par la Banque. Le remboursement d’un billet mutilé, altéré ou détérioré est accordé lorsqu’il présente la totalité de ses signes récognitifs. Dans les autres cas, son remboursement total ou partiel relève de la seule appréciation de la Banque. La Banque apprécie également dans quelle mesure il convient d’échanger toute pièce de monnaie dont l’identification est devenue impossible par suite d’altération ou de mutilation. La Banque retire de la circulation et annule, sans indemnité, les billets et monnaies métalliques falsifiés qui lui seraient présentés ou qui lui paraîtraient de nature à permettre des manœuvres frauduleuses, ou à porter atteinte au prestige de la monnaie marocaine.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
